 gnome-terminal--13247 [000] .... 19949.987583: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19949.987705: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19949.987711: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, c)
 gnome-terminal--13247 [000] .... 19949.987712: sys_enter: NR 0 (10, 24b3132, 168a, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19949.987713: sys_enter: NR 0 (10, 24b314f, 166d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19949.987714: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19949.987716: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19949.987719: sys_enter: NR 7 (2887a00, f, 9, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19949.987724: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19949.987725: sys_enter: NR 7 (2887a00, f, 9, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19949.987727: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19949.987728: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19949.987729: sys_enter: NR 7 (2887a00, f, 9, 25eee20, f, 1)
        Telegram-13233 [000] .... 19949.987747: sys_enter: NR 0 (6, 7ffdfdf6d250, 10, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19949.987759: sys_enter: NR 1 (6, 7ffdfdf6cbc0, 8, 44f6a20, 1, 26)
        Telegram-13233 [000] .... 19949.987762: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 44f6a20, 3ff2728, 26)
        Telegram-13233 [000] .... 19949.987765: sys_enter: NR 7 (3f3a700, 6, 0, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19949.987770: sys_enter: NR 7 (7ffdfdf6c7e0, 1, ffffffff, 42425c0, 0, 0)
        Telegram-13233 [000] .... 19949.987771: sys_enter: NR 20 (4, 7ffdfdf6c910, 1, 42425c0, 3de5d08, 0)
        Telegram-13233 [000] .... 19949.987775: sys_enter: NR 202 (7ffdfdf6c994, 80, 1, 0, 3de5d00, 0)
           Timer-17189 [000] .... 19949.987782: sys_enter: NR 202 (7fc8a9a11f80, 81, 1, 7fc865ec4008, 0, 36)
           Timer-17189 [000] .... 19949.987784: sys_enter: NR 1 (1d, 7fc89e0feb57, 1, 7fc865ec4008, 7fc8a9a9f4c8, 36)
           Timer-17189 [000] .... 19949.987788: sys_enter: NR 202 (7fc8a9a9f50c, 189, 8e8cf, 7fc89e0fec78, 7fc8a9a11f80, ffffffff)
         firefox-17168 [000] .... 19949.987794: sys_enter: NR 0 (1c, 7ffdfcc4e267, 1, 7fc8bc84a050, cd, 7fc8b699a8e0)
         firefox-17168 [000] .... 19949.987810: sys_enter: NR 98 (1, 7ffdfcc4dac0, 7fc889713890, 7fc8bc84a050, 0, 7fc8613f4010)
         firefox-17168 [000] .... 19949.987858: sys_enter: NR 98 (1, 7ffdfcc4e220, 7ffdfcc4e308, 7fc8bc84a050, 42, 8)
         firefox-17168 [000] .... 19949.987863: sys_enter: NR 47 (4, 7ffdfcc4e0a0, 0, 7fc8bc84a050, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19949.987868: sys_enter: NR 7 (7fc8882e1be0, 6, 0, 7fc8bc84a050, 42, 1)
         firefox-17168 [000] .... 19949.987871: sys_enter: NR 47 (4, 7ffdfcc4e0a0, 0, 7fc8bc84a050, 7fc8bb3fa018, 5)
         firefox-17168 [000] .... 19949.987872: sys_enter: NR 7 (7fc8882e1be0, 6, 0, 7fc8bc84a050, 42, 1)
         firefox-17168 [000] .... 19949.987874: sys_enter: NR 47 (4, 7ffdfcc4e0a0, 0, 7fc8bc84a050, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19949.987875: sys_enter: NR 7 (7fc8882e1be0, 6, 0, 7fc8bc84a050, 42, 1)
         firefox-17168 [000] .... 19949.987876: sys_enter: NR 47 (4, 7ffdfcc4e0a0, 0, 7fc8bc84a050, 7fc8bb3fa018, 5)
         firefox-17168 [000] .... 19949.987877: sys_enter: NR 7 (7fc8882e1be0, 6, ffffffff, 7fc8bc84a050, 42, 1)
            Xorg-12396 [000] .... 19949.987893: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19949.987894: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19949.987897: sys_enter: NR 20 (21, 7ffe35f147b0, 1, 562d19b1e200, 1, 1)
            Xorg-12396 [000] .... 19949.987901: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19949.987901: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19949.987904: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
 QXcbEventReader-13235 [000] .... 19949.987911: sys_enter: NR 47 (4, 7fba7d175b20, 0, 1, 3de5d08, 4000001)
 QXcbEventReader-13235 [000] .... 19949.987913: sys_enter: NR 202 (7ffdfdf6c994, 85, 1, 1, 7ffdfdf6c990, 4000001)
 QXcbEventReader-13235 [000] .... 19949.987914: sys_enter: NR 7 (7fba7d175c00, 1, ffffffff, 1, 0, 4000001)
        Telegram-13233 [000] .... 19949.987916: sys_enter: NR 202 (3de5d08, 81, 1, 0, 0, 0)
        Telegram-13233 [000] .... 19949.987975: sys_enter: NR 7 (7ffdfdf6c7c0, 1, ffffffff, 3edc470, 0, 0)
        Telegram-13233 [000] .... 19949.987977: sys_enter: NR 20 (4, 7ffdfdf6c8f0, 1, 3edc470, 3de5d08, 0)
            Xorg-12396 [000] .... 19949.987992: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19949.987993: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19949.988006: sys_enter: NR 20 (1d, 7ffe35f14450, 1, 1, 1, 5b)
            Xorg-12396 [000] .... 19949.988020: sys_enter: NR 20 (1d, 7ffe35f14450, 1, 1, 1, 5b)
            Xorg-12396 [000] .... 19949.988022: sys_enter: NR 16 (b, 4020644c, 7ffe35f14520, 562d1bba1730, cd0, 27e28223)
            Xorg-12396 [000] .... 19949.988056: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d1bba1730, 1000, 1)
            Xorg-12396 [000] .... 19949.988058: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1bba1730, 1000, 1)
            Xorg-12396 [000] .... 19949.988062: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
        Telegram-13233 [000] .... 19949.988091: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 1e, 3ff2728, 19)
        Telegram-13233 [000] .... 19949.988094: sys_enter: NR 7 (3f3a700, 6, 6, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19949.988096: sys_enter: NR 0 (6, 7ffdfdf6d250, 10, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19949.988098: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 1e, 3ff2728, 19)
        Telegram-13233 [000] .... 19949.988098: sys_enter: NR 7 (3f3a700, 6, 6, 40f8060, 7, 1)
            Xorg-12396 [000] .... 19950.005871: sys_enter: NR 47 (1d, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.005874: sys_enter: NR 47 (1d, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.005875: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.005878: sys_enter: NR 16 (b, 40206452, 7ffe35f14560, 562d1fe78760, 562d1fe78770, 10d7c9ee)
            Xorg-12396 [000] .... 19950.005891: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 7ffe35f146a0, 0)
            Xorg-12396 [000] .... 19950.005897: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.005899: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.005901: sys_enter: NR 20 (21, 7ffe35f147b0, 1, 562d19b1e200, 1, 1)
 QXcbEventReader-13235 [000] .... 19950.005906: sys_enter: NR 47 (4, 7fba7d175b20, 0, 1, 3de5d08, 4000001)
 QXcbEventReader-13235 [000] .... 19950.005908: sys_enter: NR 202 (7ffdfdf6c994, 85, 1, 1, 7ffdfdf6c990, 4000001)
 QXcbEventReader-13235 [000] .... 19950.005910: sys_enter: NR 7 (7fba7d175c00, 1, ffffffff, 1, 0, 4000001)
        Telegram-13233 [000] .... 19950.005912: sys_enter: NR 202 (3de5d08, 81, 1, 0, 0, 0)
        Telegram-13233 [000] .... 19950.006015: sys_enter: NR 7 (7ffdfdf6c7c0, 1, ffffffff, 3edc470, 0, 0)
        Telegram-13233 [000] .... 19950.006016: sys_enter: NR 20 (4, 7ffdfdf6c8f0, 1, 3edc470, 3de5d08, 0)
        Telegram-13233 [000] .... 19950.006025: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 1e, 3ff2728, 19)
        Telegram-13233 [000] .... 19950.006028: sys_enter: NR 7 (3f3a700, 6, 2, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19950.006030: sys_enter: NR 0 (6, 7ffdfdf6d250, 10, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19950.006032: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 1e, 3ff2728, 19)
        Telegram-13233 [000] .... 19950.006032: sys_enter: NR 7 (3f3a700, 6, 2, 40f8060, 7, 1)
            Xorg-12396 [000] .... 19950.006038: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.006054: sys_enter: NR 20 (1d, 7ffe35f14450, 1, 1, 1, 5b)
          compiz-12999 [000] .... 19950.006064: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 1c206a0, 18a6d58, 6)
          compiz-12999 [000] .... 19950.006067: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 31ab410, 18a6d58, 0)
          compiz-12999 [000] .... 19950.006088: sys_enter: NR 47 (5, 7ffc64df7240, 0, 7f5a204d8a48, 18a6d58, 0)
          compiz-12999 [000] .... 19950.006090: sys_enter: NR 47 (5, 7ffc64df7380, 0, 7f5a204d8a48, 18a6d58, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006091: sys_enter: NR 47 (e, 7ffc64df7380, 0, 7f5a204d8a48, 1c60d28, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006093: sys_enter: NR 47 (16, 7ffc64df7380, 0, 7f5a204d8a48, 1d605b8, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006094: sys_enter: NR 7 (25a3c60, 7, 57, 1c206a0, 7, 1)
            Xorg-12396 [000] .... 19950.006100: sys_enter: NR 20 (1d, 7ffe35f14450, 1, 1, 1, 5b)
          compiz-12999 [000] .... 19950.006105: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 1c206a0, 18a6d58, 6)
          compiz-12999 [000] .... 19950.006107: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 31a7fb0, 18a6d58, 0)
          compiz-12999 [000] .... 19950.006120: sys_enter: NR 47 (5, 7ffc64df7240, 0, 7f5a204d8a48, 18a6d58, 0)
          compiz-12999 [000] .... 19950.006122: sys_enter: NR 47 (5, 7ffc64df7380, 0, 7f5a204d8a48, 18a6d58, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006122: sys_enter: NR 47 (e, 7ffc64df7380, 0, 7f5a204d8a48, 1c60d28, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006124: sys_enter: NR 47 (16, 7ffc64df7380, 0, 7f5a204d8a48, 1d605b8, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.006125: sys_enter: NR 7 (25a3c60, 7, e, 1c206a0, 7, 1)
            Xorg-12396 [000] .... 19950.006131: sys_enter: NR 16 (b, 4020644c, 7ffe35f14520, 562d1ba9f7b0, cd0, 27e28223)
            Xorg-12396 [000] .... 19950.006143: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d1ba9f7b0, 1000, 1)
            Xorg-12396 [000] .... 19950.006144: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1ba9f7b0, 1000, 1)
            Xorg-12396 [000] .... 19950.006147: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 7ffe35f146a0, 0)
            Xorg-12396 [000] .... 19950.006153: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.006792: sys_enter: NR 47 (2d, 7ffe35f14610, 0, 562d1bc86860, 1000, 1)
            Xorg-12396 [000] .... 19950.008187: sys_enter: NR 20 (1d, 7ffe35f145b0, 1, 1, 1, 5b)
        Telegram-13233 [000] .... 19950.008255: sys_enter: NR 0 (6, 7ffdfdf6d250, 10, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19950.008285: sys_enter: NR 1 (6, 7ffdfdf6cbc0, 8, 419e050, 1, 26)
        Telegram-13233 [000] .... 19950.008293: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 419e050, 3ff2728, 26)
        Telegram-13233 [000] .... 19950.008298: sys_enter: NR 7 (3f3a700, 6, 0, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19950.008309: sys_enter: NR 7 (7ffdfdf6c7e0, 1, ffffffff, 42425c0, 0, 0)
        Telegram-13233 [000] .... 19950.008310: sys_enter: NR 20 (4, 7ffdfdf6c910, 1, 42425c0, 3de5d08, 0)
        Telegram-13233 [000] .... 19950.008313: sys_enter: NR 202 (7ffdfdf6c994, 80, 1, 0, 3de5d00, 0)
          compiz-12999 [000] .... 19950.008334: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 1c206a0, 18a6d58, 6)
          compiz-12999 [000] .... 19950.008339: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 31a7fb0, 18a6d58, 0)
          compiz-12999 [000] .... 19950.008370: sys_enter: NR 47 (5, 7ffc64df7240, 0, 7f5a204d8a48, 18a6d58, 0)
          compiz-12999 [000] .... 19950.008372: sys_enter: NR 47 (5, 7ffc64df7380, 0, 7f5a204d8a48, 18a6d58, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.008373: sys_enter: NR 47 (e, 7ffc64df7380, 0, 7f5a204d8a48, 1c60d28, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.008378: sys_enter: NR 47 (16, 7ffc64df7380, 0, 7f5a204d8a48, 1d605b8, 7f5a1e4a08e0)
          compiz-12999 [000] .... 19950.008379: sys_enter: NR 7 (25a3c60, 7, c, 1c206a0, 7, 1)
            Xorg-12396 [000] .... 19950.009617: sys_enter: NR 20 (1d, 7ffe35f145b0, 1, 1, 1, 5b)
          compiz-12999 [000] .... 19950.009629: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 1c206a0, 18a6d58, 6)
          compiz-12999 [000] .... 19950.009632: sys_enter: NR 47 (5, 7ffc64df73a0, 0, 31a7fb0, 18a6d58, 0)
 gnome-terminal--13247 [000] .... 19950.019126: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019127: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019151: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019155: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1d)
 gnome-terminal--13247 [000] .... 19950.019156: sys_enter: NR 0 (10, 24b2e66, 1956, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019158: sys_enter: NR 0 (10, 24b2e68, 1954, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019159: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019161: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019164: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019168: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019169: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019170: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019172: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019173: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019344: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019349: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1e)
 gnome-terminal--13247 [000] .... 19950.019349: sys_enter: NR 0 (10, 24b2e68, 1954, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019350: sys_enter: NR 0 (10, 24b2e96, 1926, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019351: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019354: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019357: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019360: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019361: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019362: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019364: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019365: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019382: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019384: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1f)
 gnome-terminal--13247 [000] .... 19950.019385: sys_enter: NR 0 (10, 24b2e96, 1926, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019386: sys_enter: NR 0 (10, 24b2e98, 1924, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019386: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019388: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019389: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019392: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019393: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019394: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019396: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019397: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019508: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019513: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 20)
 gnome-terminal--13247 [000] .... 19950.019514: sys_enter: NR 0 (10, 24b2e98, 1924, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019515: sys_enter: NR 0 (10, 24b2eb5, 1907, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019516: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019518: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019521: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019524: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019525: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019526: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019528: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019529: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019537: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019539: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 21)
 gnome-terminal--13247 [000] .... 19950.019539: sys_enter: NR 0 (10, 24b2eb5, 1907, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019540: sys_enter: NR 0 (10, 24b2eb7, 1905, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.019541: sys_enter: NR 1 (5, 7fffe43d3700, 8, 22, 1d54a80, 1e9d6e0)
 gnome-terminal--13247 [000] .... 19950.019542: sys_enter: NR 47 (4, 7fffe43d3570, 0, 22, 1d8a0c8, 1e9d6e0)
 gnome-terminal--13247 [000] .... 19950.019543: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019546: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.019547: sys_enter: NR 7 (2887a00, f, 15, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.019548: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030479: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030484: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1c)
 gnome-terminal--13247 [000] .... 19950.030485: sys_enter: NR 0 (10, 24b3355, 1467, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030486: sys_enter: NR 0 (10, 24b3383, 1439, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030487: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030489: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030492: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030496: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.030497: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030498: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030500: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.030501: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030518: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030520: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1d)
 gnome-terminal--13247 [000] .... 19950.030521: sys_enter: NR 0 (10, 24b3383, 1439, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030522: sys_enter: NR 0 (10, 24b3385, 1437, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030522: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030524: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030525: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030528: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.030529: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030530: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030532: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.030533: sys_enter: NR 7 (2887a00, f, a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030647: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.030651: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1e)
 gnome-terminal--13247 [000] .... 19950.030652: sys_enter: NR 0 (10, 24b3385, 1437, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030653: sys_enter: NR 0 (10, 24b33a2, 141a, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030654: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.030656: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
